id,name,register_date,followed_by,followers_count,link,account_description_based_on_last_20_tweets,mentioned_entities
116328126,Adam Cochran (adamscochran.eth),Mon Feb 22 02:17:15 +0000 2010,"viewfromhk, alanlau999, hal2001, ShanAggarwal, jonathankingvc, MichaelWuAmber, p2fp2e, chrismaree_, seanbrown_0, hsinjuchuang, davidfeiock, cdixon, ariannasimpson, guywuolletjr, carrawu, alive_eth, meigga, SpartanBlack_1, CasperJohansen, unnamedfizz, im_manderson, aeyakovenko, ForestBai1, NPC_Leo, akshat_hk, sandeepnailwal, 0xkenzi, benlakoff, masonnystrom, veradittakit, lstephanian, BalderBomans, tomhschmidt, TheOneandOmsy, HadickM, hildobby_, LindsayxLin, Yannimoto, riabhutoria, emgurevich, ronwhammond, reganbozman, libertas_2035, AugieIlag, tim_khoury, nakul___gupta, FrankieIsLost, 0xalpo, asharoraa, kelicallaghan, 0xAikoDai, KD2Moon, rajgokal, _jaechung, dcfgod, jessewldn, jchervinsky, Derekmw23, gham1lt0n, calebshough, sreeramkannan, pbartstephens, wbrads, yuan_han_li, minta0103, LukeWasm, suji_yan, novogratz, anildelphi, kevin_kelly_ii, zemariamacedo, clwnwrldnjyr, alexgolding_, menzel_clayton, ivailoj, rachaelrad, brxckinridge, _vshapovalov, lomashuk, AdrianUberto, anjan_vinod, notscottmoore, delitzer, 13yearoldvc, chtmorris, ManoppoMarco, Btman_Jeff, Warren_XF, 0x_nico0, mohamedffouda, 0xdjma, DangerWillRobin, joeykrug, jedbreed, Andrea__Chang, abhishek095, mattshap1, sillytuna, benmeyer154, evanbfish, dotcuriouscat, avichal, MariaShen, 0xren_cf, puntium, SherpaHill, merschmax_, stevencho, blockhiro, aaronmkern, MrkvakEth, fiskantes, boshen1011, ballsyalchemist, Chloeeewrx_, 0xdenniswon, guruxing, wengevar, martinetlee, AshAEgan, DannySursock, LexSokolin, willwangtf, LucidMasi, nickgrossman, sia_kazi, gpl_94, stefancoh, mikojava, hkunimitsu, ETM612, emmacui, theshikhai",133,https://x.com/i/user/116328126,"The user's main interests seem to revolve around topics such as cryptocurrency, decentralized finance (DeFi), AI technology, market analysis, political events, and social issues.",[]
1109626712982282241,Rebecca Rettig,Sun Mar 24 01:23:19 +0000 2019,"viewfromhk, ysiu, rleshner, tarunchitra, hal2001, ShanAggarwal, HoolieG, jonathankingvc, roshunpatel, hsinjuchuang, herbiefu, calilyliu, cdixon, ariannasimpson, eddylazzarin, alive_eth, meigga, dianacbiggs, pet3rpan_, im_manderson, pythianism, rajivpoc, RoyLearner, b_potts23, aeyakovenko, santiagoroel, 0xkenzi, TrustlessState, lstephanian, msantoriESQ, hosseeb, tomhschmidt, TheOneandOmsy, 0xsudogm, HadickM, casatay, pat_goodridge, LindsayxLin, Yannimoto, mattwalshinbos, nic__carter, riabhutoria, emgurevich, ronwhammond, DAnconia_Crypto, Aryonchain, 0xSamHarrison, nakul___gupta, fehrsam, danrobinson, caitlinxyz, HassanBassiri, chloejiani, asharoraa, kelicallaghan, 0xMert_, KD2Moon, dcfgod, jessewldn, jchervinsky, Derekmw23, cooper_kunz, calebshough, sreeramkannan, pbartstephens, wbrads, _alekslarsen, _kinjalbshah, CremeDeLaCrypto, yuan_han_li, suji_yan, intangiblecoins, shaughnessy119, zemariamacedo, alexgolding_, ivailoj, katie_haun, rachaelrad, brxckinridge, lomashuk, AdrianUberto, anjan_vinod, notscottmoore, delitzer, jackbplatts, panekkkk, mohamedffouda, lmrankhan, qwqiao, DangerWillRobin, stutireal, shreyansh_27, KyleSamani, tusharjain_, benmeyer154, jubos, avichal, MariaShen, puntium, camillionaire_m, mdudas, sergekass, CarlKVogel, fiskantes, boshen1011, DCbuild3r, AshAEgan, katherineykwu, mountainwaterpi, nickgrossman, stefancoh, mandyzcamp, mikojava",113,https://x.com/i/user/1109626712982282241,"The user is heavily involved and interested in the intersection of blockchain technology, cryptocurrencies, decentralized finance (DeFi), tokenized assets, market structure, and regulatory aspects within the financial industry. They are particularly focused on projects related to Solana, tokenized stocks, staking, ETFs, and partnerships with various entities in the blockchain space.","['@jito_sol', '@HadickM', '@santiagoroel', '@CantonNetwork', '@superstatefunds', '@REXShares', '@vaneck_us', '@Anchorage Digital Bank', '@DrNickA', '@okx', '@Bullish', '@Gemini', '@krakenfx', '@Blockworks_', '@BitwiseInvest', '@SECGov', '@SenWarren', '@ThomasUhm', '@carlmjiang', '@EleanorTerrett', '@jacqmelinek', '@thatgerald']"
1318831960370733056,taetaehoho,Wed Oct 21 08:30:26 +0000 2020,"viewfromhk, tarunchitra, hal2001, cyodyssey, seanbrown_0, 0xRodney, hsinjuchuang, herbiefu, feynyman, davidfeiock, cdixon, guywuolletjr, heyochristopher, lalleclausen, _weidai, dianacbiggs, pet3rpan_, valeryz, nichanank, Mikey0x_, melmelmelting, RoyLearner, aeyakovenko, NPC_Leo, santiagoroel, TrustlessState, benlakoff, Ishanee_, BalderBomans, 0xsudogm, Yannimoto, samiam2194, CharlieSandor, AugieIlag, Aryonchain, caitlinxyz, EmiT87, 0xMert_, 0xAikoDai, KD2Moon, Derekmw23, gham1lt0n, cooper_kunz, sreeramkannan, yuan_han_li, Louissongyz, LukeWasm, anildelphi, shaughnessy119, alexgolding_, CannnGurel, anjan_vinod, 13yearoldvc, 0xThoor, allenday, 0xtony0x, rushimanche, RyanCrucible, evanbfish, dotcuriouscat, MariaShen, 0xren_cf, blockhiro, ballsyalchemist, Chloeeewrx_, DCbuild3r, 0xdenniswon, dberenzon, katiewav, YorkZhu2, LucidMasi, stefancoh, kevinzhang, BronheimDaniel, Issa_Issa_Z",75,https://x.com/i/user/1318831960370733056,"The user's main interests seem to revolve around blockchain technology, cryptocurrency, trading platforms, and AI. They are discussing topics like fee markets, scalability, wealth inequality, capital concentration, trading platforms like Robinhood, Gemini, and GameStop coin, as well as specific projects like EclipseFND. The user is also mentioning individuals like Vlad and Nance, and seems to be seeking help for a suspended account.","['EVM', '$ES', 'Citadel', 'Robinhood', 'GameStop coin', 'AI', 'EclipseFND', 'Vlad', 'Nance', 'Gemini', 'Mamdani', 'Cuomo']"
60860700,paul.nft,Tue Jul 28 09:34:43 +0000 2009,"viewfromhk, rleshner, ShanAggarwal, jonathankingvc, MichaelWuAmber, 0xRickyW, p2fp2e, odagius, seanbrown_0, hsinjuchuang, herbiefu, robertjcho, joel_john95, Mega_Fund, davidfeiock, chrislyons, eddylazzarin, tocelot, JReedRosenthal, pet3rpan_, SpartanBlack_1, CasperJohansen, melmelmelting, tumilett, im_manderson, RoyLearner, adam_badrawi, ForestBai1, 0xkenzi, SPLehman, dan_pantera, masonnystrom, lstephanian, FranklinBi, msantoriESQ, Ishanee_, nihal_maunder, tomhschmidt, 0xsudogm, HadickM, crainbf, Yannimoto, KamBenbrik, nic__carter, EvgenyGaevoy, emgurevich, AugieIlag, 0xSamHarrison, tim_khoury, JustinBarlow, nakul___gupta, arjunblj, 0xalpo, viktorfischer, HassanBassiri, chloejiani, asharoraa, arrington, MapleLeafCap, KD2Moon, dcfgod, BMANLead, Derekmw23, gham1lt0n, sreeramkannan, pbartstephens, _alekslarsen, CremeDeLaCrypto, linsajiao, gracedengx, anildelphi, kevin_kelly_ii, YanLiberman, shaughnessy119, clwnwrldnjyr, alexgolding_, PaulTaylorVC, brxckinridge, AdrianUberto, anjan_vinod, delitzer, kazhiloti, DoveyWan, YettaSing, ManoppoMarco, Btman_Jeff, Ivantok4, panekkkk, mohamedffouda, lmrankhan, qwqiao, 0xdjma, JoeLallouz, joeykrug, jedbreed, collectionist, abhishek095, KyleSamani, mattshap1, RyanCrucible, benmeyer154, avichal, MariaShen, puntium, SherpaHill, merschmax_, camillionaire_m, stevencho, roder1k, blockhiro, aaronmkern, boshen1011, Chloeeewrx_, DCbuild3r, MikeSilagadze, 0xdenniswon, zsparta, btcdefidadi, guruxing, AshAEgan, katherineykwu, dberenzon, willwangtf, LucidMasi, tekinsalimi, sia_kazi, gpl_94, stefancoh, mikojava, EvansHuangfu, ETM612, BronheimDaniel, emmacui, theshikhai, Issa_Issa_Z, _LewisHarland_, spencernoon",137,https://x.com/i/user/60860700,"The user appears to have a keen interest in the crypto and blockchain space, particularly focusing on topics related to venture capital investments, crypto fundraising, public markets, tokenomics, stablecoins, NFTs, and robotics. They seem to be actively involved in analyzing market trends, predicting future developments, and supporting various projects and initiatives in the crypto and blockchain industry.","['Propel', 'OndoFinance', 'RobinhoodApp', 'Circle', 'Zama_fhe', 'PanteraCapital', 'Topdotco', 'Ton_blockchain', 'Amber International', 'Harvest Capital', 'Choco Up', 'CMAG Funds / Mile Green', 'NEARProtocol', 'GONDI', 'Nexus', 'Dynamic', 'Circle', 'OpenMind AGI', 'OM1', 'GENIUS', 'CLARITY', 'Testnet III', 'Stablecoin Accounts', 'Stablecoin Hub']"
110318853,Annabelle Huang,Mon Feb 01 03:55:22 +0000 2010,"viewfromhk, hal2001, MichaelWuAmber, wallfaicer, ellazhang516, 0xRickyW, p2fp2e, seanbrown_0, roshunpatel, 0xRodney, herbiefu, calilyliu, joel_john95, davidfeiock, meigga, gametheorizing, SpartanBlack_1, CasperJohansen, melmelmelting, pythianism, RoyLearner, ForestBai1, akshat_hk, santiagoroel, SPLehman, Ishanee_, nihal_maunder, tomhschmidt, 0xsudogm, HadickM, riabhutoria, YoannTurpin1, 0xSamHarrison, tim_khoury, gakonst, arjunblj, chloejiani, kelicallaghan, 0xMert_, MapleLeafCap, KD2Moon, MustafaYilham, BMANLead, dujunx, Louissongyz, suji_yan, diogomonica, brxckinridge, 13yearoldvc, 0xThoor, DoveyWan, YettaSing, allenday, ManoppoMarco, allen_su1024, Ivantok4, stutireal, rushimanche, SmokeyTheBera, joeykrug, collectionist, KyleSamani, gdog97_, MariaShen, blockhiro, CarlKVogel, boshen1011, 0xdenniswon, klee_049, btcdefidadi, AshAEgan, katherineykwu, dberenzon, mountainwaterpi, katiewav, DannySursock, tekinsalimi, BronheimDaniel, emmacui, theshikhai",80,https://x.com/i/user/110318853,"The user's main interests and focus areas appear to be in the blockchain, cryptocurrency, and Web3 space, with a specific focus on high-performance blockchain execution, scalability, security, and funding models for investors. They are actively involved in various events, summits, and discussions related to these topics, as well as engaging with specific projects and entities within the crypto ecosystem.","['AltiusLabs', 'Annabelle Huang', 'KBW2025', 'SeliniCapital', 'EthCC2025', 'OpenCampus', 'SCB10X', 'MAS', 'Wall Street', 'Solana', 'Paradigm', 'ShardDubai', 'Token2049', 'Berachain', 'Ethena Labs', 'Pylon Partners', 'Initia', 'alt_layer', 'OasysChain', 'ChainCatcher', 'Archetype VC', 'Pantera Capital', 'Founders Fund', 'Altius', 'Danny Sursock', 'Nihal Maunder', 'Bridge Harris', 'Panteracapital', 'Foundersfund', 'Paskal Navi']"
1192625531025608705,VCs Congratulating Themselves 👏👏👏,Fri Nov 08 02:11:04 +0000 2019,"viewfromhk, ellazhang516, p2fp2e, odagius, ed_roman, chrismaree_, seanbrown_0, roshunpatel, 0xRodney, hsinjuchuang, herbiefu, 0xKDOT, thejackheavy, calilyliu, chrislyons, carrawu, meigga, DarenMatsuoka, JReedRosenthal, hardhathen, lalleclausen, unnamedfizz, leeorgroen, im_manderson, pythianism, adam_badrawi, b_potts23, akshat_hk, 0xkenzi, benlakoff, msantoriESQ, nihal_maunder, 0xsudogm, HadickM, Yannimoto, mattwalshinbos, riabhutoria, seanjudgeciv, EvgenyGaevoy, emgurevich, reganbozman, samiam2194, CharlieSandor, AugieIlag, Aryonchain, 0xSamHarrison, tim_khoury, 0xalpo, HassanBassiri, samantha_bohbot, chloejiani, asharoraa, 0xMert_, Chrislulu816, KD2Moon, AlessiaBaumgar, rongplace, jchervinsky, Derekmw23, cooper_kunz, pbartstephens, wbrads, CremeDeLaCrypto, linsajiao, LukeWasm, novogratz, anildelphi, kevin_kelly_ii, YanLiberman, lukedelphi, alexgolding_, menzel_clayton, ivailoj, brxckinridge, sgershuni, AdrianUberto, anjan_vinod, 13yearoldvc, chtmorris, ManoppoMarco, panekkkk, mohamedffouda, lmrankhan, qwqiao, jedbreed, Andrea__Chang, collectionist, shreyansh_27, MariaShen, SherpaHill, camillionaire_m, Rewkang, mdudas, sergekass, CarlKVogel, mattigags, ballsyalchemist, DCbuild3r, DannySursock, willwangtf, YorkZhu2, LucidMasi, sia_kazi, gpl_94, theo_diamandis, mandyzcamp, mikojava, ETM612, BronheimDaniel, Issa_Issa_Z",110,https://x.com/i/user/1192625531025608705,"The user's main interests seem to be in tech, startups, venture capital, and AI, with a focus on humor and sarcasm. They also seem to have a keen interest in social media platforms like LinkedIn and enjoy sharing insights and opinions on industry trends.","['Polymarket', 'TIME', 'Meta', 'Stripe', 'OpenAI', 'LinkedIn', 'Jeep', 'G-Wagon', 'Ferrari', 'Harvard']"
111533746,Wu Blockchain,Fri Feb 05 07:41:41 +0000 2010,"viewfromhk, alanlau999, tarunchitra, ShanAggarwal, jonathankingvc, MichaelWuAmber, roshunpatel, hsinjuchuang, robertjcho, calilyliu, lalleclausen, gametheorizing, SpartanBlack_1, CasperJohansen, pythianism, RoyLearner, adam_badrawi, b_potts23, aeyakovenko, 0xmaggie5, NPC_Leo, akshat_hk, sandeepnailwal, benlakoff, veradittakit, lstephanian, hosseeb, tomhschmidt, HadickM, hildobby_, DAnconia_Crypto, samiam2194, CharlieSandor, AugieIlag, tylev, fehrsam, caitlinxyz, HassanBassiri, chloejiani, arrington, kelicallaghan, BarrySilbert, AlessiaBaumgar, MustafaYilham, rongplace, BAYC6603, BMANLead, dujunx, jchervinsky, sreeramkannan, pbartstephens, FC_0X0, minta0103, LukeWasm, suji_yan, novogratz, intangiblecoins, kevin_kelly_ii, YanLiberman, ceterispar1bus, alexgolding_, lomashuk, AdrianUberto, anjan_vinod, ErickNomad, chtmorris, ManoppoMarco, allen_su1024, jackbplatts, Dennyjason2, Ivantok4, panekkkk, lmrankhan, 0xdjma, rushimanche, joeykrug, kaiynne, collectionist, gdog97_, dotcuriouscat, avichal, MariaShen, SherpaHill, Rewkang, blockhiro, mdudas, sergekass, MrkvakEth, fiskantes, mattigags, boshen1011, MikeSilagadze, weikengchen, wengevar, mountainwaterpi, willwangtf, LucidMasi, tekinsalimi, sia_kazi, mikojava, hkunimitsu, EvansHuangfu, emmacui, zhao_eth, _LewisHarland_",105,https://x.com/i/user/111533746,"The user is interested in cryptocurrency and blockchain-related news, with a focus on corporate partnerships, financing, acquisitions, protocol developments, token listings, liquidations, and market trends. They are also engaged in legal and regulatory issues within the crypto space, including creditor rights and hacker negotiations. The user follows updates on specific companies, tokens, exchanges, and protocols, as well as news related to tokenization of assets and derivative products.","['DDC Enterprise', 'Animoca Brands', 'Bitcoin', 'Upexi', 'SOL', 'Big Brain Holdings', 'Tether', 'Omni', 'Bitcoin Cash SLP', 'Kusama', 'EOS', 'Algorand', 'Coinbase', 'DeFi derivatives protocol Opyn', 'Andrew Leone', 'Joe Clark', 'SharpLink Gaming', 'Ethereum', 'Ethereum Foundation', 'Billions on the Line', 'FTX', 'QCP', 'Lookonchain', 'GMX hacker', 'OKX', 'USDT', 'Bithumb', 'Resolv', 'PUMP token', 'EmberCN', 'Hsiao-Wei Wang']"
62603893,Ray Dalio,Mon Aug 03 19:47:29 +0000 2009,"viewfromhk, hal2001, ShanAggarwal, HoolieG, jonathankingvc, ellazhang516, p2fp2e, cyodyssey, odagius, seanbrown_0, roshunpatel, thejackheavy, calilyliu, sriramk, chrislyons, guywuolletjr, carrawu, alive_eth, hardhathen, SpartanBlack_1, CasperJohansen, melmelmelting, leeorgroen, tumilett, im_manderson, pythianism, RoyLearner, adam_badrawi, aeyakovenko, akshat_hk, sandeepnailwal, 0xkenzi, TrustlessState, RyanSAdams, benlakoff, JCvdPlas, BalderBomans, TheOneandOmsy, HadickM, meherroy, Yannimoto, balajis, nic__carter, riabhutoria, seanjudgeciv, emgurevich, reganbozman, samiam2194, Aryonchain, 0xSamHarrison, fehrsam, matthuang, viktorfischer, HassanBassiri, asharoraa, arrington, kelicallaghan, ColtonFConley, 0xMert_, KD2Moon, MustafaYilham, jessewldn, Derekmw23, AlanaDLevin, sreeramkannan, pbartstephens, wbrads, _alekslarsen, _kinjalbshah, CremeDeLaCrypto, FC_0X0, minta0103, LukeWasm, gracedengx, novogratz, anildelphi, kevin_kelly_ii, zemariamacedo, ceterispar1bus, clwnwrldnjyr, alexgolding_, menzel_clayton, rachaelrad, lomashuk, sgershuni, artofkot, AdrianUberto, Yedidbotton, anjan_vinod, brockjelmore, ErickNomad, chtmorris, DoveyWan, allenday, 0xtony0x, ManoppoMarco, jackbplatts, Dennyjason2, 0x_nico0, panekkkk, mohamedffouda, lmrankhan, 0xdjma, JoeLallouz, hjmomtazi, abhishek095, KyleSamani, tusharjain_, michaelh_0g, RyanCrucible, benmeyer154, dotcuriouscat, avichal, MariaShen, puntium, SherpaHill, camillionaire_m, Rewkang, stevencho, roder1k, shaishav0x, blockhiro, CarlKVogel, aaronmkern, MrkvakEth, fiskantes, boshen1011, ballsyalchemist, DCbuild3r, klee_049, zsparta, btcdefidadi, iamdonho, DannySursock, willwangtf, LucidMasi, nickgrossman, gpl_94, alexhevans, stefancoh, theo_diamandis, eclecticcapital, ETM612, BronheimDaniel, emmacui, theshikhai, _LewisHarland_",147,https://x.com/i/user/62603893,"The user's main interests appear to be focused on economic principles, debt cycles, government policies, and decision-making strategies. They are particularly interested in discussing topics related to debt crises, government debt management, political extremism, economic cycles, and conflict resolution.","['Ray Dalio', 'Andrew Ross Sorkin', 'New York Times', 'Financial Times', 'Gideon Rachman', 'PBS/NPR/Marist', 'X.com']"
262018615,gaut,Mon Mar 07 05:02:51 +0000 2011,"viewfromhk, rleshner, tarunchitra, 0xmadisonn, hal2001, ShanAggarwal, jonathankingvc, seanbrown_0, hsinjuchuang, thejackheavy, cdixon, sriramk, guywuolletjr, eddylazzarin, carrawu, alive_eth, meigga, DarenMatsuoka, anjneymidha, kimbatronic, dianacbiggs, RoyLearner, santiagoroel, sandeepnailwal, SPLehman, BalderBomans, HadickM, hildobby_, casatay, Yannimoto, riabhutoria, DAnconia_Crypto, MoneroMahesh, tim_khoury, JustinBarlow, matthuang, FrankieIsLost, arjunblj, viktorfischer, emptymetadata, samantha_bohbot, chloejiani, asharoraa, 0xMert_, Derekmw23, sreeramkannan, pbartstephens, _kinjalbshah, yuan_han_li, anildelphi, kevin_kelly_ii, zemariamacedo, brxckinridge, lomashuk, AdrianUberto, anjan_vinod, notscottmoore, 13yearoldvc, ManoppoMarco, jackbplatts, lmrankhan, DangerWillRobin, rushimanche, SmokeyTheBera, hjmomtazi, Andrea__Chang, KyleSamani, MariaShen, merschmax_, camillionaire_m, blockhiro, mdudas, DCbuild3r, wengevar, katherineykwu, mountainwaterpi, katiewav, nickgrossman, mandyzcamp, EvansHuangfu, _LewisHarland_, caseykcaruso",82,https://x.com/i/user/262018615,"The user's main interests and focus areas seem to revolve around cryptocurrency, particularly Bitcoin and Ethereum, as well as DeFi projects and platforms like Universal API, Solana, and Katana. They also show interest in yield farming strategies and developments within the crypto industry.","['Bitcoin', 'Ethereum', 'Universal API', 'Solana', 'Katana', 'MidasRWA', 'Re7Labs', 'uAssets', 'SushiSwap', 'Zach Pogrob']"
1287576585353039872,cygaar,Mon Jul 27 02:32:53 +0000 2020,"viewfromhk, tarunchitra, hal2001, ShanAggarwal, HoolieG, jonathankingvc, MichaelWuAmber, wallfaicer, odagius, 0xKDOT, eddylazzarin, carrawu, alive_eth, meigga, DarenMatsuoka, kimbatronic, heyochristopher, lalleclausen, _weidai, pet3rpan_, valeryz, melmelmelting, unnamedfizz, pythianism, RoyLearner, aeyakovenko, 0xmaggie5, NPC_Leo, sandeepnailwal, TrustlessState, benlakoff, masonnystrom, veradittakit, FranklinBi, tomhschmidt, TheOneandOmsy, 0xsudogm, hildobby_, DAnconia_Crypto, Aryonchain, tim_khoury, nakul___gupta, FrankieIsLost, gakonst, arjunblj, caitlinxyz, viktorfischer, emptymetadata, HassanBassiri, asharoraa, kelicallaghan, 0xMert_, KD2Moon, dcfgod, BAYC6603, jessewldn, Derekmw23, AlanaDLevin, gham1lt0n, sreeramkannan, pbartstephens, minta0103, LukeWasm, gracedengx, suji_yan, anildelphi, shaughnessy119, CannnGurel, VelvetMilkman, brxckinridge, artofkot, anjan_vinod, notscottmoore, delitzer, 13yearoldvc, brockjelmore, mohamedffouda, lmrankhan, DangerWillRobin, rushimanche, kaiynne, Andrea__Chang, collectionist, shreyansh_27, gdog97_, RyanCrucible, jubos, avichal, MariaShen, 0xren_cf, puntium, SherpaHill, camillionaire_m, Rewkang, stonecoldpat0, blockhiro, will__price, fiskantes, DCbuild3r, 0xdenniswon, klee_049, btcdefidadi, AshAEgan, willkantaros, mountainwaterpi, katiewav, DannySursock, willwangtf, LucidMasi, EvansHuangfu, emmacui, theshikhai, zhao_eth, _LewisHarland_",114,https://x.com/i/user/1287576585353039872,"The user's main interests and focus areas seem to revolve around crypto, particularly NFTs, K-pop, and blockchain applications like AbstractChain. They are also interested in social finance (SocialFi) and the quality of content on Crypto Twitter (CT).","['ETH', 'AbstractChain', 'Geo', 'tripleS', 'Xinyu', 'Xeet', 'Red Bull Racing', 'gigamarket']"
1379448557711818759,david phelps,Tue Apr 06 14:59:23 +0000 2021,"viewfromhk, hal2001, jonathankingvc, 0xRickyW, p2fp2e, odagius, 0xRodney, hsinjuchuang, 0xKDOT, BensonY4BDV, davidfeiock, cdixon, guywuolletjr, eddylazzarin, carrawu, alive_eth, meigga, hardhathen, heyochristopher, lalleclausen, _weidai, dianacbiggs, pet3rpan_, valeryz, nichanank, gametheorizing, unnamedfizz, adam_badrawi, b_potts23, aeyakovenko, ForestBai1, AliceL991, sandeepnailwal, TrustlessState, benlakoff, masonnystrom, BalderBomans, tomhschmidt, 0xsudogm, HadickM, hildobby_, Yannimoto, riabhutoria, libertas_2035, samiam2194, tim_khoury, JustinBarlow, fehrsam, FrankieIsLost, danrobinson, arjunblj, _Dave__White_, viktorfischer, samantha_bohbot, chloejiani, 0xMert_, KD2Moon, dcfgod, BMANLead, jessewldn, jchervinsky, Derekmw23, gham1lt0n, calebshough, jphackworth42, sreeramkannan, pbartstephens, _alekslarsen, _kinjalbshah, CremeDeLaCrypto, yuan_han_li, gracedengx, suji_yan, anildelphi, kevin_kelly_ii, YanLiberman, shaughnessy119, zemariamacedo, lukedelphi, ceterispar1bus, CannnGurel, menzel_clayton, ahnchrisj, brxckinridge, sgershuni, anjan_vinod, notscottmoore, delitzer, 13yearoldvc, DoveyWan, 0xtony0x, ManoppoMarco, Dennyjason2, mohamedffouda, DangerWillRobin, stutireal, rushimanche, SmokeyTheBera, jedbreed, kaiynne, TheOnlyNom, 0xHoward_Peng, shreyansh_27, RyanCrucible, benmeyer154, dotcuriouscat, avichal, MariaShen, camillionaire_m, roder1k, blockhiro, mdudas, will__price, mattigags, Chloeeewrx_, DCbuild3r, 0xdenniswon, klee_049, weikengchen, AshAEgan, katherineykwu, dberenzon, mountainwaterpi, katiewav, DannySursock, willwangtf, YorkZhu2, LucidMasi, nickgrossman, sia_kazi, stefancoh, mandyzcamp, eclecticcapital, hkunimitsu, EvansHuangfu, BronheimDaniel, emmacui, theshikhai, caseykcaruso",139,https://x.com/i/user/1379448557711818759,"The user's main interests revolve around the crypto space, blockchain technology, decentralized applications, and contests. They are actively involved in analyzing and promoting various projects in the crypto ecosystem. Additionally, they seem to be interested in social consensus and the dynamics of wealth creation.",['MMT']
1003840309166366721,Yi He,Tue Jun 05 03:25:54 +0000 2018,"viewfromhk, ysiu, alanlau999, tarunchitra, ShanAggarwal, HoolieG, MichaelWuAmber, wallfaicer, danabuidl, ellazhang516, 0xRickyW, p2fp2e, cyodyssey, odagius, seanbrown_0, 0xRodney, hsinjuchuang, herbiefu, 0xKDOT, robertjcho, calilyliu, guywuolletjr, zxocw, CasperJohansen, pythianism, rajivpoc, ForestBai1, AliceL991, NPC_Leo, elaineyang73, sandeepnailwal, 0xkenzi, BalderBomans, crainbf, EvgenyGaevoy, YoannTurpin1, emgurevich, libertas_2035, AugieIlag, JustinBarlow, viktorfischer, HassanBassiri, chloejiani, arrington, MapleLeafCap, 0xAikoDai, Chrislulu816, KD2Moon, AlessiaBaumgar, a_chang888, MustafaYilham, BAYC6603, BMANLead, dujunx, Wuhuoqiu, sreeramkannan, pbartstephens, _alekslarsen, CremeDeLaCrypto, FC_0X0, Louissongyz, linsajiao, minta0103, gracedengx, suji_yan, kevin_kelly_ii, shaughnessy119, clwnwrldnjyr, alexgolding_, ErickNomad, DoveyWan, YettaSing, 0xtony0x, ManoppoMarco, Btman_Jeff, allen_su1024, Warren_XF, jackbplatts, Dennyjason2, 0x_nico0, Ivantok4, mohamedffouda, qwqiao, SmokeyTheBera, joeykrug, kaiynne, hjmomtazi, Andrea__Chang, 0xHoward_Peng, collectionist, shreyansh_27, KyleSamani, RyanCrucible, MariaShen, Rewkang, blockhiro, fiskantes, boshen1011, ballsyalchemist, Chloeeewrx_, klee_049, btcdefidadi, katherineykwu, willwangtf, YorkZhu2, sia_kazi, EvansHuangfu, emmacui, theshikhai, Issa_Issa_Z",110,https://x.com/i/user/1003840309166366721,"The user's main interests and focus areas appear to be related to the cryptocurrency industry, particularly activities and developments associated with Binance, a leading cryptocurrency exchange. The user is interested in various aspects of Binance, including promotions, events, new offerings, and personnel updates.","['Binance', 'Binance CEO', 'Sharia Earn', 'Gillian Lynch', 'BinancePay', 'Binance Institutional Loans', 'CZ', 'BinanceCampus', 'Bhutan', 'Binance Alpha', 'BTC']"
1492434155405287424,Pacman | Blur + Blast,Sat Feb 12 09:44:09 +0000 2022,"viewfromhk, tarunchitra, odagius, herbiefu, meigga, DarenMatsuoka, gametheorizing, tumilett, im_manderson, RoyLearner, aeyakovenko, akshat_hk, santiagoroel, SPLehman, TrustlessState, veradittakit, BalderBomans, hosseeb, tomhschmidt, 0xsudogm, HadickM, hildobby_, Yannimoto, mattwalshinbos, EvgenyGaevoy, DAnconia_Crypto, Aryonchain, tim_khoury, fehrsam, matthuang, danrobinson, _charlienoyes, arjunblj, caitlinxyz, _Dave__White_, HassanBassiri, kelicallaghan, MapleLeafCap, 0xAikoDai, Chrislulu816, KD2Moon, _jaechung, a_chang888, dcfgod, jchervinsky, Derekmw23, gham1lt0n, jphackworth42, sreeramkannan, pbartstephens, CremeDeLaCrypto, kevin_kelly_ii, ceterispar1bus, menzel_clayton, brxckinridge, artofkot, anjan_vinod, 13yearoldvc, DoveyWan, ManoppoMarco, Warren_XF, Dennyjason2, panekkkk, lmrankhan, qwqiao, DangerWillRobin, SmokeyTheBera, jedbreed, kaiynne, hjmomtazi, KyleSamani, avichal, MariaShen, 0xren_cf, Rewkang, blockhiro, will__price, fiskantes, boshen1011, ballsyalchemist, 0xdenniswon, btcdefidadi, dberenzon, mountainwaterpi, willwangtf, YorkZhu2, LucidMasi, tekinsalimi, stefancoh, EvansHuangfu, BronheimDaniel, emmacui, caseykcaruso",93,https://x.com/i/user/1492434155405287424,"The user's main interests seem to revolve around blockchain technology, decentralized applications (dapps), mobile gaming, crypto projects, and engineering talent acquisition for trading systems.","['SAFE', 'Blast', 'X', 'POW', 'Travisbickle0x', 'Facebook', 'Five Rings Capital', 'MIT', 'Blur', 'Sonic', 'Berachain', 'Base', 'Ethereum', 'TVL']"
